antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_str,consequents_str
"frozenset({'Banana', 'Oats'})","frozenset({'Curd', 'Nuts', 'Milk'})",0.050912778904665314,0.02515212981744422,0.008519269776876268,0.16733067729083664,6.65274386325665,0.00723870495249929,1.1707503129943613,0.8952665913554992,"Banana, Oats","Curd, Nuts, Milk"
"frozenset({'Nuts', 'Banana'})","frozenset({'Curd', 'Oats'})",0.052941176470588235,0.04584178498985801,0.016024340770791075,0.30268199233716475,6.60275319567355,0.013597422741916238,1.3683257918552036,0.8959823885525591,"Nuts, Banana","Curd, Oats"
"frozenset({'Curd', 'Oats'})","frozenset({'Nuts', 'Banana'})",0.04584178498985801,0.052941176470588235,0.016024340770791075,0.3495575221238938,6.602753195673549,0.013597422741916238,1.4560224089635854,0.8893158529234478,"Curd, Oats","Nuts, Banana"
"frozenset({'Banana', 'Apple'})","frozenset({'Curd', 'Oats'})",0.05253549695740365,0.04584178498985801,0.015821501014198783,0.30115830115830117,6.56951515358595,0.013413180058342144,1.365342418163684,0.89479000268981,"Banana, Apple","Curd, Oats"
"frozenset({'Curd', 'Oats'})","frozenset({'Banana', 'Apple'})",0.04584178498985801,0.05253549695740365,0.015821501014198783,0.34513274336283184,6.56951515358595,0.013413180058342144,1.4468039032947755,0.888512776905634,"Curd, Oats","Banana, Apple"
"frozenset({'Cold Drink', 'Biscuits'})","frozenset({'Tea', 'Chips'})",0.07160243407707911,0.08032454361054767,0.037525354969574036,0.5240793201133144,6.5245228488854545,0.031773922130928334,1.9324133101516465,0.9120360911490473,"Cold Drink, Biscuits","Tea, Chips"
"frozenset({'Tea', 'Chips'})","frozenset({'Cold Drink', 'Biscuits'})",0.08032454361054767,0.07160243407707911,0.037525354969574036,0.4671717171717172,6.5245228488854545,0.031773922130928334,1.74239543177951,0.9206857497108931,"Tea, Chips","Cold Drink, Biscuits"
"frozenset({'Tea', 'Cold Drink'})","frozenset({'Chips', 'Biscuits'})",0.08113590263691683,0.07119675456389453,0.037525354969574036,0.4625,6.496082621082621,0.03174874202321343,1.7280060380206614,0.9207684505697752,"Tea, Cold Drink","Chips, Biscuits"
"frozenset({'Chips', 'Biscuits'})","frozenset({'Tea', 'Cold Drink'})",0.07119675456389453,0.08113590263691683,0.037525354969574036,0.527065527065527,6.49608262108262,0.03174874202321343,1.942899386593025,0.9109152830489368,"Chips, Biscuits","Tea, Cold Drink"
"frozenset({'Curd', 'Oats'})","frozenset({'Banana', 'Milk', 'Apple'})",0.04584178498985801,0.027991886409736308,0.008316430020283976,0.18141592920353983,6.481018340387329,0.0070332319820283155,1.1874261279535112,0.8863344118135059,"Curd, Oats","Banana, Milk, Apple"
"frozenset({'Banana', 'Milk', 'Apple'})","frozenset({'Curd', 'Oats'})",0.027991886409736308,0.04584178498985801,0.008316430020283976,0.2971014492753623,6.481018340387328,0.0070332319820283155,1.357462202797934,0.8700578199438087,"Banana, Milk, Apple","Curd, Oats"
"frozenset({'Curd', 'Banana'})","frozenset({'Nuts', 'Milk', 'Oats'})",0.05273833671399594,0.02535496957403651,0.008519269776876268,0.16153846153846155,6.371076923076924,0.007182090854107608,1.1624206784896811,0.8899765473641277,"Curd, Banana","Nuts, Milk, Oats"
"frozenset({'Nuts', 'Milk', 'Oats'})","frozenset({'Curd', 'Banana'})",0.02535496957403651,0.05273833671399594,0.008519269776876268,0.336,6.371076923076924,0.007182090854107608,1.42659889049097,0.864972003369506,"Nuts, Milk, Oats","Curd, Banana"
"frozenset({'Bread', 'Cold Drink'})","frozenset({'Tea', 'Chips', 'Biscuits'})",0.08681541582150101,0.05152129817444219,0.0281947261663286,0.3247663551401869,6.303535948193392,0.023721883241650858,1.4046674200046323,0.9213459086129585,"Bread, Cold Drink","Tea, Chips, Biscuits"
"frozenset({'Tea', 'Chips', 'Biscuits'})","frozenset({'Bread', 'Cold Drink'})",0.05152129817444219,0.08681541582150101,0.0281947261663286,0.547244094488189,6.303535948193392,0.023721883241650858,2.0169468207072936,0.8870614372488321,"Tea, Chips, Biscuits","Bread, Cold Drink"
"frozenset({'Nuts', 'Banana'})","frozenset({'Curd', 'Apple'})",0.052941176470588235,0.046247464503042596,0.015415821501014199,0.29118773946360155,6.296296296296297,0.012967426321441355,1.3455643879173291,0.8881987577639752,"Nuts, Banana","Curd, Apple"
"frozenset({'Curd', 'Apple'})","frozenset({'Nuts', 'Banana'})",0.046247464503042596,0.052941176470588235,0.015415821501014199,0.3333333333333333,6.296296296296296,0.012967426321441355,1.4205882352941175,0.8819651212250106,"Curd, Apple","Nuts, Banana"
"frozenset({'Curd', 'Nuts', 'Milk'})","frozenset({'Banana', 'Apple'})",0.02515212981744422,0.05253549695740365,0.008316430020283976,0.33064516129032256,6.293747664715406,0.006995050380787413,1.415489137075686,0.8628137592237345,"Curd, Nuts, Milk","Banana, Apple"
"frozenset({'Banana', 'Apple'})","frozenset({'Curd', 'Nuts', 'Milk'})",0.05253549695740365,0.02515212981744422,0.008316430020283976,0.1583011583011583,6.293747664715406,0.006995050380787413,1.1581908182444127,0.8877505730741316,"Banana, Apple","Curd, Nuts, Milk"
"frozenset({'Curd', 'Banana', 'Milk'})","frozenset({'Nuts', 'Oats'})",0.030628803245436105,0.04442190669371197,0.008519269776876268,0.2781456953642384,6.2614533248661886,0.007158679936967442,1.3237824962316467,0.8668430335097003,"Curd, Banana, Milk","Nuts, Oats"
"frozenset({'Nuts', 'Oats'})","frozenset({'Curd', 'Banana', 'Milk'})",0.04442190669371197,0.030628803245436105,0.008519269776876268,0.1917808219178082,6.2614533248661886,0.007158679936967442,1.199391480730223,0.8793553082451405,"Nuts, Oats","Curd, Banana, Milk"
"frozenset({'Tea', 'Milk', 'Ghee'})","frozenset({'Bread', 'Butter'})",0.008519269776876268,0.09918864097363084,0.005273833671399594,0.6190476190476191,6.241114032525076,0.00442881888014351,2.364629817444219,0.8469879138864409,"Tea, Milk, Ghee","Bread, Butter"
"frozenset({'Curd', 'Oats'})","frozenset({'Nuts', 'Banana', 'Milk'})",0.04584178498985801,0.029817444219066937,0.008519269776876268,0.18584070796460178,6.232616940581543,0.007152384910038717,1.191637269600494,0.8798894557823129,"Curd, Oats","Nuts, Banana, Milk"
"frozenset({'Nuts', 'Banana', 'Milk'})","frozenset({'Curd', 'Oats'})",0.029817444219066937,0.04584178498985801,0.008519269776876268,0.2857142857142857,6.232616940581542,0.007152384910038717,1.3358215010141987,0.8653564708342045,"Nuts, Banana, Milk","Curd, Oats"
"frozenset({'Banana', 'Milk'})","frozenset({'Curd', 'Oats'})",0.06389452332657201,0.04584178498985801,0.018255578093306288,0.2857142857142857,6.232616940581542,0.015326539092940107,1.3358215010141987,0.8968580715059588,"Banana, Milk","Curd, Oats"
"frozenset({'Curd', 'Oats'})","frozenset({'Banana', 'Milk'})",0.04584178498985801,0.06389452332657201,0.018255578093306288,0.39823008849557523,6.232616940581542,0.015326539092940107,1.5555870421190787,0.8798894557823129,"Curd, Oats","Banana, Milk"
"frozenset({'Bread', 'Butter', 'Wheat Flour'})","frozenset({'Tea', 'Milk'})",0.007910750507099391,0.10831643002028397,0.005273833671399594,0.6666666666666666,6.154806491885143,0.004416969417689437,2.6750507099391476,0.8442036393375587,"Bread, Butter, Wheat Flour","Tea, Milk"
"frozenset({'Soap', 'Biscuits'})","frozenset({'Tea', 'Bread', 'Butter'})",0.01359026369168357,0.06795131845841786,0.005679513184584178,0.417910447761194,6.150144798396078,0.004756036848536715,1.6012118375201538,0.8489395141153315,"Soap, Biscuits","Tea, Bread, Butter"
"frozenset({'Curd', 'Banana'})","frozenset({'Apple', 'Oats'})",0.05273833671399594,0.049087221095334685,0.015821501014198783,0.3,6.1115702479338845,0.013232722619718657,1.3584468270066647,0.8829407566024269,"Curd, Banana","Apple, Oats"
"frozenset({'Apple', 'Oats'})","frozenset({'Curd', 'Banana'})",0.049087221095334685,0.05273833671399594,0.015821501014198783,0.32231404958677684,6.111570247933884,0.013232722619718657,1.3977885519220303,0.8795506257110353,"Apple, Oats","Curd, Banana"
