antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,Segment
frozenset({'Tea'}),frozenset({'Butter'}),0.30184331797235026,0.13709677419354838,0.08755760368663594,0.2900763358778626,2.11585092052088,0.04617585848074921,1.2154873395768298,0.755384749001216,Regular Shoppers
frozenset({'Butter'}),frozenset({'Tea'}),0.13709677419354838,0.30184331797235026,0.08755760368663594,0.638655462184874,2.11585092052088,0.04617585848074921,1.9321080270067519,0.6111657648794884,Regular Shoppers
frozenset({'Butter'}),frozenset({'Bread'}),0.13709677419354838,0.41589861751152074,0.08064516129032258,0.5882352941176471,1.4143718429199936,0.023626802437936675,1.4185319289005927,0.3395193591455274,Regular Shoppers
frozenset({'Bread'}),frozenset({'Butter'}),0.41589861751152074,0.13709677419354838,0.08064516129032258,0.19390581717451522,1.4143718429199934,0.023626802437936675,1.0704744485090343,0.501577909270217,Regular Shoppers
frozenset({'Milk'}),frozenset({'Butter'}),0.34101382488479265,0.13709677419354838,0.07142857142857142,0.20945945945945943,1.5278219395866455,0.02467667608146276,1.0915357044389302,0.5242499436047824,Regular Shoppers
frozenset({'Butter'}),frozenset({'Milk'}),0.13709677419354838,0.34101382488479265,0.07142857142857142,0.5210084033613446,1.5278219395866455,0.02467667608146276,1.375778155065082,0.4003617726861622,Regular Shoppers
frozenset({'Biscuits'}),frozenset({'Butter'}),0.25460829493087556,0.13709677419354838,0.0771889400921659,0.30316742081447967,2.211338834176205,0.04228296417422328,1.2383221617092586,0.7348958453482203,Regular Shoppers
frozenset({'Butter'}),frozenset({'Biscuits'}),0.13709677419354838,0.25460829493087556,0.0771889400921659,0.5630252100840336,2.2113388341762046,0.04228296417422328,1.7058002481389578,0.6348165713488632,Regular Shoppers
"frozenset({'Tea', 'Butter'})",frozenset({'Bread'}),0.08755760368663594,0.41589861751152074,0.06336405529953917,0.7236842105263158,1.74004956990815,0.026948968973645654,2.113890717577354,0.46611570247933887,Regular Shoppers
"frozenset({'Tea', 'Bread'})",frozenset({'Butter'}),0.18778801843317972,0.13709677419354838,0.06336405529953917,0.33742331288343563,2.461205341032119,0.03761892374015163,1.3023446833930705,0.7309606705351387,Regular Shoppers
"frozenset({'Butter', 'Bread'})",frozenset({'Tea'}),0.08064516129032258,0.30184331797235026,0.06336405529953917,0.7857142857142858,2.603053435114504,0.039021852237252866,3.2580645161290334,0.6698564593301436,Regular Shoppers
frozenset({'Tea'}),"frozenset({'Butter', 'Bread'})",0.30184331797235026,0.08064516129032258,0.06336405529953917,0.2099236641221374,2.6030534351145036,0.039021852237252866,1.163627863487611,0.8820882088208822,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Tea', 'Bread'})",0.13709677419354838,0.18778801843317972,0.06336405529953917,0.4621848739495799,2.461205341032119,0.03761892374015163,1.510206653225807,0.6880203908241291,Regular Shoppers
frozenset({'Bread'}),"frozenset({'Tea', 'Butter'})",0.41589861751152074,0.08755760368663594,0.06336405529953917,0.15235457063711913,1.7400495699081502,0.026948968973645654,1.0764434806180536,0.7281334050564819,Regular Shoppers
"frozenset({'Milk', 'Butter'})",frozenset({'Bread'}),0.07142857142857142,0.41589861751152074,0.05184331797235023,0.7258064516129032,1.745152354570637,0.02213627386438446,2.1302521008403366,0.4598290598290598,Regular Shoppers
"frozenset({'Milk', 'Bread'})",frozenset({'Butter'}),0.1728110599078341,0.13709677419354838,0.05184331797235023,0.3,2.1882352941176473,0.028151479114018135,1.2327188940092166,0.6564531104921077,Regular Shoppers
"frozenset({'Butter', 'Bread'})",frozenset({'Milk'}),0.08064516129032258,0.34101382488479265,0.05184331797235023,0.6428571428571428,1.8851351351351349,0.024342203062286304,1.84516129032258,0.5107212475633528,Regular Shoppers
frozenset({'Milk'}),"frozenset({'Butter', 'Bread'})",0.34101382488479265,0.08064516129032258,0.05184331797235023,0.152027027027027,1.8851351351351349,0.024342203062286304,1.0841794113867111,0.7125097125097124,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Milk', 'Bread'})",0.13709677419354838,0.1728110599078341,0.05184331797235023,0.37815126050420167,2.188235294117647,0.028151479114018135,1.330209241499564,0.6292834890965732,Regular Shoppers
frozenset({'Bread'}),"frozenset({'Milk', 'Butter'})",0.41589861751152074,0.07142857142857142,0.05184331797235023,0.12465373961218836,1.745152354570637,0.02213627386438446,1.0608047016274864,0.7310103002410694,Regular Shoppers
"frozenset({'Milk', 'Tea'})",frozenset({'Butter'}),0.09216589861751152,0.13709677419354838,0.04953917050691244,0.5375,3.920588235294118,0.036903523115801994,1.8657367044463817,0.820564278125369,Regular Shoppers
"frozenset({'Milk', 'Butter'})",frozenset({'Tea'}),0.07142857142857142,0.30184331797235026,0.04953917050691244,0.6935483870967742,2.2977099236641223,0.027978933508887426,2.2781954887218046,0.6082289803220036,Regular Shoppers
"frozenset({'Tea', 'Butter'})",frozenset({'Milk'}),0.08755760368663594,0.34101382488479265,0.04953917050691244,0.5657894736842105,1.6591394025604551,0.0196808171759859,1.5176651305683562,0.4354005167958656,Regular Shoppers
frozenset({'Milk'}),"frozenset({'Tea', 'Butter'})",0.34101382488479265,0.08755760368663594,0.04953917050691244,0.14527027027027026,1.6591394025604551,0.0196808171759859,1.0675215387697856,0.6028622540250448,Regular Shoppers
frozenset({'Tea'}),"frozenset({'Milk', 'Butter'})",0.30184331797235026,0.07142857142857142,0.04953917050691244,0.16412213740458015,2.2977099236641223,0.027978933508887426,1.1108936725375083,0.8089646173919718,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Milk', 'Tea'})",0.13709677419354838,0.09216589861751152,0.04953917050691244,0.3613445378151261,3.920588235294118,0.036903523115801994,1.4214770797962648,0.8632905890023908,Regular Shoppers
"frozenset({'Milk', 'Biscuits'})",frozenset({'Butter'}),0.07027649769585254,0.13709677419354838,0.041474654377880185,0.5901639344262295,4.304725168756027,0.03183997324215847,2.105483870967742,0.8257262839047226,Regular Shoppers
"frozenset({'Milk', 'Butter'})",frozenset({'Biscuits'}),0.07142857142857142,0.25460829493087556,0.041474654377880185,0.5806451612903226,2.2805429864253397,0.02328834759710336,1.7774725274725276,0.6047008547008548,Regular Shoppers
"frozenset({'Biscuits', 'Butter'})",frozenset({'Milk'}),0.0771889400921659,0.34101382488479265,0.041474654377880185,0.5373134328358209,1.5756353368293665,0.015152158678247572,1.4242604429909318,0.39589402136218615,Regular Shoppers
frozenset({'Milk'}),"frozenset({'Biscuits', 'Butter'})",0.34101382488479265,0.0771889400921659,0.041474654377880185,0.12162162162162161,1.5756353368293665,0.015152158678247572,1.0505848989719957,0.5543900543900544,Regular Shoppers
frozenset({'Biscuits'}),"frozenset({'Milk', 'Butter'})",0.25460829493087556,0.07142857142857142,0.041474654377880185,0.16289592760180996,2.2805429864253397,0.02328834759710336,1.1092664092664093,0.7533058560879273,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Milk', 'Biscuits'})",0.13709677419354838,0.07027649769585254,0.041474654377880185,0.3025210084033614,4.304725168756027,0.03183997324215847,1.332977069568597,0.8896677050882659,Regular Shoppers
"frozenset({'Milk', 'Tea', 'Butter'})",frozenset({'Bread'}),0.04953917050691244,0.41589861751152074,0.041474654377880185,0.8372093023255814,2.0130129485279906,0.0208713818513878,3.5880513495720883,0.5294612794612795,Regular Shoppers
"frozenset({'Milk', 'Tea', 'Bread'})",frozenset({'Butter'}),0.06682027649769585,0.13709677419354838,0.041474654377880185,0.6206896551724138,4.52738336713996,0.03231381001932511,2.2749266862170088,0.8349108367626886,Regular Shoppers
"frozenset({'Milk', 'Butter', 'Bread'})",frozenset({'Tea'}),0.05184331797235023,0.30184331797235026,0.041474654377880185,0.8,2.6503816793893127,0.025826095266410415,3.490783410138249,0.6567436208991495,Regular Shoppers
"frozenset({'Tea', 'Butter', 'Bread'})",frozenset({'Milk'}),0.06336405529953917,0.34101382488479265,0.041474654377880185,0.6545454545454545,1.9194103194103194,0.019866635519972815,1.9075915595440212,0.5114117807844745,Regular Shoppers
"frozenset({'Milk', 'Tea'})","frozenset({'Butter', 'Bread'})",0.09216589861751152,0.08064516129032258,0.041474654377880185,0.45,5.58,0.03404192061840345,1.6715542521994133,0.904117315284828,Regular Shoppers
"frozenset({'Milk', 'Butter'})","frozenset({'Tea', 'Bread'})",0.07142857142857142,0.18778801843317972,0.041474654377880185,0.5806451612903226,3.092024539877301,0.028061224489795922,1.936813186813187,0.7286324786324787,Regular Shoppers
"frozenset({'Milk', 'Bread'})","frozenset({'Tea', 'Butter'})",0.1728110599078341,0.08755760368663594,0.041474654377880185,0.24,2.741052631578947,0.026343732081802546,1.2005821004123212,0.7678737233054782,Regular Shoppers
"frozenset({'Tea', 'Butter'})","frozenset({'Milk', 'Bread'})",0.08755760368663594,0.1728110599078341,0.041474654377880185,0.4736842105263158,2.7410526315789476,0.026343732081802546,1.5716589861751153,0.696127946127946,Regular Shoppers
"frozenset({'Tea', 'Bread'})","frozenset({'Milk', 'Butter'})",0.18778801843317972,0.07142857142857142,0.041474654377880185,0.22085889570552147,3.092024539877301,0.028061224489795922,1.1917885264341959,0.8330181245074864,Regular Shoppers
"frozenset({'Butter', 'Bread'})","frozenset({'Milk', 'Tea'})",0.08064516129032258,0.09216589861751152,0.041474654377880185,0.5142857142857143,5.58,0.03404192061840345,1.8690702087286528,0.8927875243664718,Regular Shoppers
frozenset({'Milk'}),"frozenset({'Tea', 'Butter', 'Bread'})",0.34101382488479265,0.06336405529953917,0.041474654377880185,0.12162162162162161,1.9194103194103191,0.019866635519972815,1.0663239985820632,0.7268842268842269,Regular Shoppers
frozenset({'Tea'}),"frozenset({'Milk', 'Butter', 'Bread'})",0.30184331797235026,0.05184331797235023,0.041474654377880185,0.13740458015267173,2.6503816793893127,0.025826095266410415,1.0991904897842666,0.891914191419142,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Milk', 'Tea', 'Bread'})",0.13709677419354838,0.06682027649769585,0.041474654377880185,0.3025210084033614,4.52738336713996,0.03231381001932511,1.33793237465993,0.9029075804776739,Regular Shoppers
frozenset({'Bread'}),"frozenset({'Milk', 'Tea', 'Butter'})",0.41589861751152074,0.04953917050691244,0.041474654377880185,0.0997229916897507,2.0130129485279906,0.0208713818513878,1.055742644452322,0.8615494192417269,Regular Shoppers
"frozenset({'Tea', 'Biscuits', 'Milk'})",frozenset({'Butter'}),0.0587557603686636,0.13709677419354838,0.03686635944700461,0.6274509803921569,4.5767012687427915,0.028811134235171697,2.316213921901528,0.8302861077111384,Regular Shoppers
"frozenset({'Tea', 'Butter', 'Milk'})",frozenset({'Biscuits'}),0.04953917050691244,0.25460829493087556,0.03686635944700461,0.7441860465116279,2.9228664632221406,0.024253275711949712,2.9138039379974865,0.6921590909090909,Regular Shoppers
"frozenset({'Tea', 'Biscuits', 'Butter'})",frozenset({'Milk'}),0.06566820276497695,0.34101382488479265,0.03686635944700461,0.5614035087719299,1.6462778568041727,0.014472594448809703,1.502488479262673,0.42016029593094956,Regular Shoppers
"frozenset({'Milk', 'Biscuits', 'Butter'})",frozenset({'Tea'}),0.041474654377880185,0.30184331797235026,0.03686635944700461,0.8888888888888888,2.944868532654792,0.024347512157828793,6.283410138248844,0.6890024038461539,Regular Shoppers
"frozenset({'Tea', 'Milk'})","frozenset({'Biscuits', 'Butter'})",0.09216589861751152,0.0771889400921659,0.03686635944700461,0.39999999999999997,5.182089552238805,0.029752171420076877,1.5380184331797233,0.8889593908629443,Regular Shoppers
"frozenset({'Tea', 'Biscuits'})","frozenset({'Milk', 'Butter'})",0.18087557603686635,0.07142857142857142,0.03686635944700461,0.20382165605095542,2.853503184713376,0.023946675444371297,1.1662857142857144,0.7929852320675106,Regular Shoppers
"frozenset({'Tea', 'Butter'})","frozenset({'Milk', 'Biscuits'})",0.08755760368663594,0.07027649769585254,0.03686635944700461,0.4210526315789474,5.99137187230371,0.030713117713266368,1.6058860494344365,0.9130366161616161,Regular Shoppers
"frozenset({'Milk', 'Biscuits'})","frozenset({'Tea', 'Butter'})",0.07027649769585254,0.08755760368663594,0.03686635944700461,0.5245901639344263,5.991371872303711,0.030713117713266368,1.9192753853488005,0.8960656753407682,Regular Shoppers
"frozenset({'Milk', 'Butter'})","frozenset({'Tea', 'Biscuits'})",0.07142857142857142,0.18087557603686635,0.03686635944700461,0.5161290322580645,2.8535031847133756,0.023946675444371297,1.6928571428571428,0.6995192307692307,Regular Shoppers
"frozenset({'Biscuits', 'Butter'})","frozenset({'Tea', 'Milk'})",0.0771889400921659,0.09216589861751152,0.03686635944700461,0.47761194029850745,5.182089552238805,0.029752171420076877,1.7378538512179065,0.8745318352059925,Regular Shoppers
frozenset({'Tea'}),"frozenset({'Milk', 'Biscuits', 'Butter'})",0.30184331797235026,0.041474654377880185,0.03686635944700461,0.12213740458015267,2.944868532654792,0.024347512157828793,1.0918853937086754,0.9459570957095711,Regular Shoppers
frozenset({'Milk'}),"frozenset({'Tea', 'Biscuits', 'Butter'})",0.34101382488479265,0.06566820276497695,0.03686635944700461,0.1081081081081081,1.6462778568041727,0.014472594448809703,1.0475841362938136,0.5957167832167835,Regular Shoppers
frozenset({'Biscuits'}),"frozenset({'Tea', 'Butter', 'Milk'})",0.25460829493087556,0.04953917050691244,0.03686635944700461,0.14479638009049775,2.9228664632221406,0.024253275711949712,1.1113854143808062,0.8825830757341576,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Tea', 'Biscuits', 'Milk'})",0.13709677419354838,0.0587557603686636,0.03686635944700461,0.26890756302521013,4.5767012687427915,0.028811134235171697,1.2874490174267705,0.9056658878504673,Regular Shoppers
"frozenset({'Milk', 'Biscuits', 'Butter'})",frozenset({'Bread'}),0.041474654377880185,0.41589861751152074,0.03341013824884793,0.8055555555555556,1.9369036626654355,0.016160886831319415,3.0039499670836083,0.5046419098143236,Regular Shoppers
"frozenset({'Milk', 'Biscuits', 'Bread'})",frozenset({'Butter'}),0.052995391705069124,0.13709677419354838,0.03341013824884793,0.6304347826086957,4.59846547314578,0.02614464099895942,2.3349146110056926,0.8263277120563807,Regular Shoppers
"frozenset({'Milk', 'Butter', 'Bread'})",frozenset({'Biscuits'}),0.05184331797235023,0.25460829493087556,0.03341013824884793,0.6444444444444445,2.5311211664152844,0.02021039945634862,2.096414170506913,0.6379938827670004,Regular Shoppers
"frozenset({'Biscuits', 'Butter', 'Bread'})",frozenset({'Milk'}),0.055299539170506916,0.34101382488479265,0.03341013824884793,0.6041666666666666,1.7716779279279278,0.014552230881946949,1.6648071792384183,0.46105971404541624,Regular Shoppers
"frozenset({'Milk', 'Biscuits'})","frozenset({'Butter', 'Bread'})",0.07027649769585254,0.08064516129032258,0.03341013824884793,0.4754098360655738,5.895081967213115,0.027742678757246918,1.7525201612903227,0.8931333589710722,Regular Shoppers
"frozenset({'Milk', 'Butter'})","frozenset({'Biscuits', 'Bread'})",0.07142857142857142,0.1716589861751152,0.03341013824884793,0.467741935483871,2.724832214765101,0.021148782093482556,1.5562770562770563,0.6816976127320955,Regular Shoppers
"frozenset({'Milk', 'Bread'})","frozenset({'Biscuits', 'Butter'})",0.1728110599078341,0.0771889400921659,0.03341013824884793,0.19333333333333333,2.5046766169154226,0.020071035698358428,1.1439806527783067,0.7262510805878397,Regular Shoppers
"frozenset({'Biscuits', 'Butter'})","frozenset({'Milk', 'Bread'})",0.0771889400921659,0.1728110599078341,0.03341013824884793,0.4328358208955224,2.504676616915423,0.020071035698358428,1.4584647101625032,0.6509965990787377,Regular Shoppers
"frozenset({'Biscuits', 'Bread'})","frozenset({'Milk', 'Butter'})",0.1716589861751152,0.07142857142857142,0.03341013824884793,0.19463087248322147,2.724832214765101,0.021148782093482556,1.1529761904761906,0.764183971991751,Regular Shoppers
"frozenset({'Butter', 'Bread'})","frozenset({'Milk', 'Biscuits'})",0.08064516129032258,0.07027649769585254,0.03341013824884793,0.4142857142857143,5.895081967213115,0.027742678757246918,1.5873328088119594,0.9032062915910466,Regular Shoppers
frozenset({'Milk'}),"frozenset({'Biscuits', 'Butter', 'Bread'})",0.34101382488479265,0.055299539170506916,0.03341013824884793,0.09797297297297297,1.7716779279279278,0.014552230881946949,1.047308376050674,0.6609597299252471,Regular Shoppers
frozenset({'Biscuits'}),"frozenset({'Milk', 'Butter', 'Bread'})",0.25460829493087556,0.05184331797235023,0.03341013824884793,0.13122171945701358,2.5311211664152844,0.02021039945634862,1.0913678475422428,0.8115439961626606,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Milk', 'Biscuits', 'Bread'})",0.13709677419354838,0.052995391705069124,0.03341013824884793,0.24369747899159666,4.59846547314578,0.02614464099895942,1.2521505376344086,0.9068643248469224,Regular Shoppers
frozenset({'Bread'}),"frozenset({'Milk', 'Biscuits', 'Butter'})",0.41589861751152074,0.041474654377880185,0.03341013824884793,0.08033240997229917,1.9369036626654355,0.016160886831319415,1.042251957137305,0.8281303135414539,Regular Shoppers
"frozenset({'Tea', 'Milk', 'Biscuits', 'Butter'})",frozenset({'Bread'}),0.03686635944700461,0.41589861751152074,0.02880184331797235,0.78125,1.8784626038781163,0.013469175391280341,2.6701777485187628,0.48555023923444973,Regular Shoppers
"frozenset({'Milk', 'Biscuits', 'Butter', 'Bread'})",frozenset({'Tea'}),0.03341013824884793,0.30184331797235026,0.02880184331797235,0.8620689655172413,2.856014740721242,0.018717216335025162,5.061635944700458,0.6723241954707985,Regular Shoppers
"frozenset({'Tea', 'Milk', 'Biscuits', 'Bread'})",frozenset({'Butter'}),0.04723502304147465,0.13709677419354838,0.02880184331797235,0.6097560975609757,4.447632711621235,0.022326074030028245,2.211189516129033,0.8135912938331318,Regular Shoppers
"frozenset({'Milk', 'Tea', 'Butter', 'Bread'})",frozenset({'Biscuits'}),0.041474654377880185,0.25460829493087556,0.02880184331797235,0.6944444444444444,2.7275012569130217,0.018242052283972902,2.439463762044407,0.6607692307692308,Regular Shoppers
"frozenset({'Tea', 'Biscuits', 'Butter', 'Bread'})",frozenset({'Milk'}),0.04723502304147465,0.34101382488479265,0.02880184331797235,0.6097560975609757,1.7880685563612395,0.012694047442077767,1.688652073732719,0.4625876662636033,Regular Shoppers
"frozenset({'Milk', 'Biscuits', 'Butter'})","frozenset({'Tea', 'Bread'})",0.041474654377880185,0.18778801843317972,0.02880184331797235,0.6944444444444444,3.698023176550784,0.02101340015714923,2.6581483033095936,0.7611538461538463,Regular Shoppers
"frozenset({'Tea', 'Milk', 'Biscuits'})","frozenset({'Butter', 'Bread'})",0.0587557603686636,0.08064516129032258,0.02880184331797235,0.49019607843137253,6.078431372549019,0.024063475546305932,1.803349875930521,0.8876376988984088,Regular Shoppers
"frozenset({'Milk', 'Biscuits', 'Bread'})","frozenset({'Tea', 'Butter'})",0.052995391705069124,0.08755760368663594,0.02880184331797235,0.5434782608695652,6.2070938215102975,0.024161693813841874,1.9986833443054641,0.8858394160583942,Regular Shoppers
"frozenset({'Milk', 'Tea', 'Butter'})","frozenset({'Biscuits', 'Bread'})",0.04953917050691244,0.1716589861751152,0.02880184331797235,0.5813953488372093,3.3869205556422664,0.020297999532799593,1.978814644137225,0.741478787878788,Regular Shoppers
"frozenset({'Milk', 'Butter', 'Bread'})","frozenset({'Tea', 'Biscuits'})",0.05184331797235023,0.18087557603686635,0.02880184331797235,0.5555555555555556,3.071479122434537,0.019424653316061077,1.843029953917051,0.7113001215066829,Regular Shoppers
"frozenset({'Milk', 'Tea', 'Bread'})","frozenset({'Biscuits', 'Butter'})",0.06682027649769585,0.0771889400921659,0.02880184331797235,0.43103448275862066,5.584148224395265,0.023644056998449743,1.6219103477167993,0.8797037037037037,Regular Shoppers
"frozenset({'Tea', 'Biscuits', 'Butter'})","frozenset({'Milk', 'Bread'})",0.06566820276497695,0.1728110599078341,0.02880184331797235,0.4385964912280702,2.538011695906433,0.01745365159591412,1.4734302995391706,0.6485819975339088,Regular Shoppers
"frozenset({'Biscuits', 'Butter', 'Bread'})","frozenset({'Milk', 'Tea'})",0.055299539170506916,0.09216589861751152,0.02880184331797235,0.5208333333333333,5.651041666666666,0.023705111597188303,1.894610298537367,0.871219512195122,Regular Shoppers
"frozenset({'Tea', 'Biscuits', 'Bread'})","frozenset({'Milk', 'Butter'})",0.12672811059907835,0.07142857142857142,0.02880184331797235,0.22727272727272727,3.181818181818182,0.01974983541803818,1.2016806722689077,0.7852242744063324,Regular Shoppers
"frozenset({'Tea', 'Butter', 'Bread'})","frozenset({'Milk', 'Biscuits'})",0.06336405529953917,0.07027649769585254,0.02880184331797235,0.45454545454545453,6.467958271236959,0.02434883943171441,1.7044930875576039,0.9025830258302582,Regular Shoppers
"frozenset({'Milk', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Bread'})",0.07027649769585254,0.06336405529953917,0.02880184331797235,0.4098360655737705,6.467958271236959,0.02434883943171441,1.5870775729646698,0.9092936802973978,Regular Shoppers
"frozenset({'Milk', 'Butter'})","frozenset({'Tea', 'Biscuits', 'Bread'})",0.07142857142857142,0.12672811059907835,0.02880184331797235,0.40322580645161293,3.181818181818182,0.01974983541803818,1.4633204633204635,0.7384615384615383,Regular Shoppers
"frozenset({'Milk', 'Tea'})","frozenset({'Biscuits', 'Butter', 'Bread'})",0.09216589861751152,0.055299539170506916,0.02880184331797235,0.3125,5.651041666666666,0.023705111597188303,1.3741097612065354,0.9065989847715736,Regular Shoppers
"frozenset({'Milk', 'Bread'})","frozenset({'Tea', 'Biscuits', 'Butter'})",0.1728110599078341,0.06566820276497695,0.02880184331797235,0.16666666666666666,2.538011695906433,0.01745365159591412,1.1211981566820275,0.7325905292479108,Regular Shoppers
"frozenset({'Biscuits', 'Butter'})","frozenset({'Milk', 'Tea', 'Bread'})",0.0771889400921659,0.06682027649769585,0.02880184331797235,0.373134328358209,5.584148224395265,0.023644056998449743,1.488643844634628,0.8895880149812734,Regular Shoppers
"frozenset({'Tea', 'Biscuits'})","frozenset({'Milk', 'Butter', 'Bread'})",0.18087557603686635,0.05184331797235023,0.02880184331797235,0.15923566878980894,3.071479122434537,0.019424653316061077,1.1277318111995531,0.8233473980309423,Regular Shoppers
"frozenset({'Biscuits', 'Bread'})","frozenset({'Milk', 'Tea', 'Butter'})",0.1716589861751152,0.04953917050691244,0.02880184331797235,0.16778523489932887,3.3869205556422664,0.020297999532799593,1.142085996729597,0.8507927677329624,Regular Shoppers
"frozenset({'Tea', 'Butter'})","frozenset({'Milk', 'Biscuits', 'Bread'})",0.08755760368663594,0.052995391705069124,0.02880184331797235,0.32894736842105265,6.2070938215102975,0.024161693813841874,1.411222553537544,0.9193939393939393,Regular Shoppers
"frozenset({'Butter', 'Bread'})","frozenset({'Tea', 'Milk', 'Biscuits'})",0.08064516129032258,0.0587557603686636,0.02880184331797235,0.35714285714285715,6.078431372549019,0.024063475546305932,1.46415770609319,0.9087719298245615,Regular Shoppers
"frozenset({'Tea', 'Bread'})","frozenset({'Milk', 'Biscuits', 'Butter'})",0.18778801843317972,0.041474654377880185,0.02880184331797235,0.15337423312883436,3.698023176550784,0.02101340015714923,1.132171241568156,0.8982695035460992,Regular Shoppers
frozenset({'Milk'}),"frozenset({'Tea', 'Biscuits', 'Butter', 'Bread'})",0.34101382488479265,0.04723502304147465,0.02880184331797235,0.08445945945945946,1.7880685563612393,0.012694047442077767,1.0406584250174298,0.6688111888111888,Regular Shoppers
frozenset({'Biscuits'}),"frozenset({'Milk', 'Tea', 'Butter', 'Bread'})",0.25460829493087556,0.041474654377880185,0.02880184331797235,0.11312217194570137,2.7275012569130217,0.018242052283972902,1.0807862315433086,0.8497063369397218,Regular Shoppers
frozenset({'Butter'}),"frozenset({'Tea', 'Milk', 'Biscuits', 'Bread'})",0.13709677419354838,0.04723502304147465,0.02880184331797235,0.2100840336134454,4.447632711621234,0.022326074030028245,1.2061599176389843,0.8983177570093458,Regular Shoppers
frozenset({'Tea'}),"frozenset({'Milk', 'Biscuits', 'Butter', 'Bread'})",0.30184331797235026,0.03341013824884793,0.02880184331797235,0.09541984732824427,2.856014740721242,0.018717216335025162,1.0685508176320753,0.9308250825082508,Regular Shoppers
frozenset({'Bread'}),"frozenset({'Tea', 'Milk', 'Biscuits', 'Butter'})",0.41589861751152074,0.03686635944700461,0.02880184331797235,0.06925207756232687,1.8784626038781165,0.013469175391280341,1.0347953697608077,0.8006311637080867,Regular Shoppers
"frozenset({'Tea', 'Biscuits'})",frozenset({'Butter'}),0.18087557603686635,0.13709677419354838,0.06566820276497695,0.3630573248407643,2.6481828400149867,0.040870744759922695,1.3547580645161288,0.7598144446911935,Regular Shoppers
"frozenset({'Tea', 'Butter'})",frozenset({'Biscuits'}),0.08755760368663594,0.25460829493087556,0.06566820276497695,0.75,2.9457013574660635,0.04337531058208923,2.9815668202764978,0.7239057239057239,Regular Shoppers
"frozenset({'Biscuits', 'Butter'})",frozenset({'Tea'}),0.0771889400921659,0.30184331797235026,0.06566820276497695,0.8507462686567163,2.8185029053207242,0.04236923697678863,4.6776497695852495,0.6991698972775259,Regular Shoppers
frozenset({'Tea'}),"frozenset({'Biscuits', 'Butter'})",0.30184331797235026,0.0771889400921659,0.06566820276497695,0.2175572519083969,2.818502905320724,0.04236923697678863,1.179397549735866,0.9241503097678189,Regular Shoppers
frozenset({'Biscuits'}),"frozenset({'Tea', 'Butter'})",0.25460829493087556,0.08755760368663594,0.06566820276497695,0.25791855203619907,2.945701357466063,0.04337531058208923,1.2295717657637406,0.8861411643482742,Regular Shoppers
